no,ponpes,text_combined,sentimen_lexicon,aspek_manual
197,PPM AL-Ikhlash Lampoko,masya allah giat anak detik detik smps al ikhlash juara ajang lomba gerak jalan tingkat smp mts,Netral,Umum
198,PPM AL-Ikhlash Lampoko,alhamdulillah detik detik smps al ikhlash juara ajang lomba gerak jalan tingkat smp mts,Positif,Umum
199,PPM AL-Ikhlash Lampoko,luar biasa sukses terus adik yel yel ppm al ikhlash,Negatif,Umum
200,PPM AL-Ikhlash Lampoko,masya allah bangga jadi alumni al ikhlas yel yel ppm al ikhlash,Positif,Umum
201,PPM AL-Ikhlash Lampoko,masya alloh kereen luar biasa yel yel ppm al ikhlash,Negatif,Umum
202,PPM AL-Ikhlash Lampoko,masyaallah sukses buat seluruh keluarga besar ppm al ikhlas aamiin yel yel ppm al ikhlash,Positif,Umum
203,PPM AL-Ikhlash Lampoko,kereeen masyaa allaah yel yel ppm al ikhlash,Netral,Umum
204,PPM AL-Ikhlash Lampoko,masya allah yel yel ppm al ikhlash,Positif,Umum
205,PPM AL-Ikhlash Lampoko,masya allah keren tawwa maju terus yel yel ppm al ikhlash,Positif,Umum
206,PPM AL-Ikhlash Lampoko,masya allah keren banget yel yel ppm al ikhlash,Positif,Umum
207,PPM AL-Ikhlash Lampoko,masya allah al ikhlas luas biasa maju terus yel yel ppm al ikhlash,Positif,Umum
208,PPM AL-Ikhlash Lampoko,alhamdulillah santri smps ppm al ikhlash raih juara lomba gerak jalan tingkat smp mts camat campalagian,Positif,Umum
209,PPM AL-Ikhlash Lampoko,alhamdulillah selamat buat santri para bina pondok moga depan lebih lihat potensi ada pondok santri smps ppm al ikhlash raih juara lomba gerak jalan tingkat smp mts camat campalagian,Positif,Umum
210,PPM AL-Ikhlash Lampoko,alhamdulilah selamat pondok pesantren al ikhlas lampoko atas prestasi di capai khusus anak anak sholehah tdk kenal lelah moga depan makin baik salut santri smps ppm al ikhlash raih juara lomba gerak jalan tingkat smp mts camat campalagian,Negatif,Umum
211,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
212,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
213,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
214,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
215,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
216,PPM AL-Ikhlash Lampoko,masyaallah luar biasa baris alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Negatif,Umum
217,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
218,PPM AL-Ikhlash Lampoko,masya allah ppm al ikhlas lampoko alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
219,PPM AL-Ikhlash Lampoko,alhamdulillah mantap alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
220,PPM AL-Ikhlash Lampoko,alhamdulillah semangat mu sia nak alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Negatif,Umum
221,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
222,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
223,PPM AL-Ikhlash Lampoko,devenisi jilbab tdak jadi halang prestasi alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Negatif,Umum
224,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
225,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
226,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
227,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
228,PPM AL-Ikhlash Lampoko,masya allah sm sini wono kk ustads pesantren darul hasanah juara putri alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
229,PPM AL-Ikhlash Lampoko,selamat baik tahun alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
230,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
231,PPM AL-Ikhlash Lampoko,alhamdulillah sukses sll smps al ikhlas lampoko alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
232,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
233,PPM AL-Ikhlash Lampoko,semangat terus anak sholeh soleha alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Negatif,Umum
234,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
235,PPM AL-Ikhlash Lampoko,alhamdulillah mantap alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
236,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
237,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
238,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
239,PPM AL-Ikhlash Lampoko,alhamdulillah xd versi sma putra ust alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
240,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
241,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
242,PPM AL-Ikhlash Lampoko,alhamdulillah sukses selalu ppm al ikhlas lampoko alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
243,PPM AL-Ikhlash Lampoko,masya allah salut sama latih alhamdulillah sipipi rempong bayar rasa capek alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
244,PPM AL-Ikhlash Lampoko,masya allah selamat alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
245,PPM AL-Ikhlash Lampoko,alhamdulillah anak sholehah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
246,PPM AL-Ikhlash Lampoko,dulu hingga kini sllu champion alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
247,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
248,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
249,PPM AL-Ikhlash Lampoko,alhamdulillah jaya terus ppm al ikhlas alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
250,PPM AL-Ikhlash Lampoko,luarbiasa n mantap moga depan lebih baik alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
251,PPM AL-Ikhlash Lampoko,masyaallah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Netral,Umum
252,PPM AL-Ikhlash Lampoko,masyaallah alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
253,PPM AL-Ikhlash Lampoko,mantap alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
254,PPM AL-Ikhlash Lampoko,alhamdulillah selamat alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
255,PPM AL-Ikhlash Lampoko,maa syaa allah suasana upacara agustus,Positif,Umum
256,PPM AL-Ikhlash Lampoko,masya allah suasana upacara agustus,Positif,Umum
257,PPM AL-Ikhlash Lampoko,masya allah suasana upacara agustus,Positif,Umum
258,PPM AL-Ikhlash Lampoko,spil tempat dewan guru nya min suasana upacara agustus,Positif,Umum
259,PPM AL-Ikhlash Lampoko,luar biasa pondok rapi sekali semua barisanx suasana upacara agustus,Negatif,Umum
260,PPM AL-Ikhlash Lampoko,bangga dg ppm al ikhlash lampoko suasana upacara agustus,Positif,Umum
261,PPM AL-Ikhlash Lampoko,masya allah suasana upacara agustus,Positif,Umum
262,PPM AL-Ikhlash Lampoko,luar biasa suasana upacara agustus,Netral,Umum
263,PPM AL-Ikhlash Lampoko,semangat luar biasa suasana upacara agustus,Negatif,Umum
264,PPM AL-Ikhlash Lampoko,mantap luar biasa moga jaya slalu aminn suasana upacara agustus,Positif,Umum
265,PPM AL-Ikhlash Lampoko,haru dn bangga lihat semangaat anak ppm al ikhlas xg luar biasa suasana upacara agustus,Positif,Umum
266,PPM AL-Ikhlash Lampoko,kok perempuan semua suasana upacara agustus,Positif,Umum
267,PPM AL-Ikhlash Lampoko,merdeka suasana upacara agustus,Positif,Umum
268,PPM AL-Ikhlash Lampoko,semangat anak sholeh sholeha latih gerak jalan santri ppm al ikhlash rangka siap hut ri,Negatif,Umum
269,PPM AL-Ikhlash Lampoko,semangat gasssspollll latih gerak jalan santri ppm al ikhlash rangka siap hut ri,Negatif,Umum
270,PPM AL-Ikhlash Lampoko,sehat sehat selalu anak anak sholeha ku semua latih gerak jalan santri ppm al ikhlash rangka siap hut ri,Negatif,Umum
271,PPM AL-Ikhlash Lampoko,alhamdulillah ustadz dzaka alkarim dhiaulhaq santri ppm al ikhlash lampoko siswa kelas viii b smp telah raih medali emas ajang bal taekwondo,Positif,Umum
272,PPM AL-Ikhlash Lampoko,terima kasih banyak ustadz ihsan zainuddin seluruh bina pondok pesantren modern al ikhlash atas dukung anak dzaka alkarim dhiaulhaq santri ppm al ikhlash lampoko siswa kelas viii b smp telah raih medali emas ajang bal taekwondo,Positif,Umum
273,PPM AL-Ikhlash Lampoko,insya allah terus semangat latih dzaka alkarim dhiaulhaq santri ppm al ikhlash lampoko siswa kelas viii b smp telah raih medali emas ajang bal taekwondo,Positif,Umum
274,PPM AL-Ikhlash Lampoko,alhamdulillah selamat nak dzaka brjuang terus dzaka alkarim dhiaulhaq santri ppm al ikhlash lampoko siswa kelas viii b smp telah raih medali emas ajang bal taekwondo,Positif,Umum
275,PPM AL-Ikhlash Lampoko,masyaallah tabarakallah santri ppm al ikhlash tuju universitas al azhar mesir,Negatif,Umum
276,PPM AL-Ikhlash Lampoko,selamat buat dua moga jadi anak sukses santri ppm al ikhlash tuju universitas al azhar mesir,Negatif,Umum
277,PPM AL-Ikhlash Lampoko,alhamdulillah moga berkah lancar urus moga ananda dua sukses studi mesir santri ppm al ikhlash tuju universitas al azhar mesir,Positif,Umum
278,PPM AL-Ikhlash Lampoko,masyaallah barakallah moga teman lain seperti aamiin santri ppm al ikhlash tuju universitas al azhar mesir,Negatif,Umum
279,PPM AL-Ikhlash Lampoko,alhamdulillah selamat dua moga jadi panutan ade nya masih pondok jaya selalu santri ppm al ikhlash tuju universitas al azhar mesir,Positif,Umum
280,PPM AL-Ikhlash Lampoko,masya allah tabarakallah sukses selalu kalian dua moga anak ikut jejak aamiin allahumma aamiin santri ppm al ikhlash tuju universitas al azhar mesir,Netral,Umum
281,PPM AL-Ikhlash Lampoko,luaar biasa prestasi prestise mu sukses lalu dlm lindung aamiin santri ppm al ikhlash tuju universitas al azhar mesir,Positif,Umum
282,PPM AL-Ikhlash Lampoko,masya allah santri ppm al ikhlash tuju universitas al azhar mesir,Positif,Umum
283,PPM AL-Ikhlash Lampoko,alhamdulillah selamat moga amanah jalan tugas selamat alumni santri ppm al ikhlash lampoko atas kelulus uji bintara polisi,Positif,Umum
284,PPM AL-Ikhlash Lampoko,selamat sukses nak faqih beberapa hari umum sempat malam rumah malam pas pulang pamit nak faqih bilang terimakasih tante tante mohon doa nya yaa doa lulus santun sangat etika alhamdulillah nak faqih lulus moga berkah jadi abdi negara santun akhlak tahan selamat alumni santri ppm al ikhlash lampoko atas kelulus uji bintara polisi,Positif,Umum
285,PPM AL-Ikhlash Lampoko,selamat moga amanah jalan tugas selamat alumni santri ppm al ikhlash lampoko atas kelulus uji bintara polisi,Positif,Umum
286,PPM AL-Ikhlash Lampoko,selamat ananda jadi abdi negara selamat alumni santri ppm al ikhlash lampoko atas kelulus uji bintara polisi,Positif,Umum
287,PPM AL-Ikhlash Lampoko,selamat sukses moga amanah kembang amanah aamiin selamat alumni santri ppm al ikhlash lampoko atas kelulus uji bintara polisi,Positif,Umum
288,PPM AL-Ikhlash Lampoko,alhamdulillah selamet atas kelulus nya selamat alumni santri ppm al ikhlash lampoko atas kelulus uji bintara polisi,Positif,Umum
289,PPM AL-Ikhlash Lampoko,masya allah selamat ananda tiga tetaplsh amanah selamat alumni santri ppm al ikhlash lampoko atas kelulus uji bintara polisi,Positif,Umum
290,PPM AL-Ikhlash Lampoko,masyah allah selamat sukses para santri telah selesai target hafal program tahfizhul qur an,Positif,Kegiatan Pondok
291,PPM AL-Ikhlash Lampoko,alhamdulillah selamat sukses para santri telah selesai target hafal program tahfizhul qur an,Positif,Kegiatan Pondok
292,PPM AL-Ikhlash Lampoko,alhamdulillah moga anak anak tetap istiqomah menghapal ayat ayat alquran selamat sukses para santri telah selesai target hafal program tahfizhul qur an,Positif,Kegiatan Pondok
293,PPM AL-Ikhlash Lampoko,alhmdulillah selamat buat nanda smua xd moga ilmux tambah xd smga ank santri lain bs motivasi selamat sukses para santri telah selesai target hafal program tahfizhul qur an,Positif,Kegiatan Pondok
294,PPM AL-Ikhlash Lampoko,masya allah alhamdulillah selamat sukses para santri telah selesai target hafal program tahfizhul qur an,Positif,Kegiatan Pondok
295,PPM AL-Ikhlash Lampoko,masya allah alhamdulillah lolos tingkat provinsi ajang olimpiade sains nasional osn bidang matematika,Positif,Umum
296,PPM AL-Ikhlash Lampoko,selmt na moga sukses selalu dlm tutut ilmu akn sellu bangga orangtua lolos tingkat provinsi ajang olimpiade sains nasional osn bidang matematika,Positif,Kegiatan Pondok
297,PPM AL-Ikhlash Lampoko,alhamdulillah lancar terus terus bangsa lolos tingkat provinsi ajang olimpiade sains nasional osn bidang matematika,Netral,Umum
298,PPM AL-Ikhlash Lampoko,maa syaa allah moga anak juga jadi hafal qur an selamat lewat uji tahfizhul qur an,Positif,Umum
299,PPM AL-Ikhlash Lampoko,masya allah moga d mudah semua ank dlm menghapal al qur an aamiin selamat lewat uji tahfizhul qur an,Positif,Umum
300,PPM AL-Ikhlash Lampoko,moga amiqah ikut jejak kakak kelas selamat lewat uji tahfizhul qur an,Negatif,Umum
301,PPM AL-Ikhlash Lampoko,masya allah moga generasi bisa ikut mereka selamat lewat uji tahfizhul qur an,Positif,Umum
302,PPM AL-Ikhlash Lampoko,congrats semua moga sukses depan aamiin selamat lewat uji tahfizhul qur an,Positif,Umum
303,PPM AL-Ikhlash Lampoko,selamat sukses semua selamat lewat uji tahfizhul qur an,Positif,Umum
304,PPM AL-Ikhlash Lampoko,salam rindu pak ustad salam rindu pimpin pondok pesantren modern al ikhlash seluruh santri ppm al ikhlash lampoko,Negatif,Umum
305,PPM AL-Ikhlash Lampoko,aamiin yra salam rinduh pk ustaz smg semua p umur n anak semua sehat n kmbali kpondok dngn selamat tmks bxk pk ustadz salam rindu pimpin pondok pesantren modern al ikhlash seluruh santri ppm al ikhlash lampoko,Negatif,Umum
306,PPM AL-Ikhlash Lampoko,masya allah terima kasih atas smua ustadz ikan anak tanpa ustadz anak bukan siapa siapa moga allah balas amal jariah ustadz salam orang santri salam rindu pimpin pondok pesantren modern al ikhlash seluruh santri ppm al ikhlash lampoko,Positif,Umum
307,PPM AL-Ikhlash Lampoko, salam rindu pimpin pondok pesantren modern al ikhlash seluruh santri ppm al ikhlash lampoko,Netral,Umum
308,PPM AL-Ikhlash Lampoko,masyaallahh nak fahmi ceramah safari ramadhani fahmi,Netral,Pembinaan Karakter
309,PPM AL-Ikhlash Lampoko,alhamdulillah ceramah safari ramadhani fahmi,Positif,Pembinaan Karakter
310,PPM AL-Ikhlash Lampoko,masya allah sukses sehat selalu de fahmi ceramah safari ramadhani fahmi,Positif,Pembinaan Karakter
311,PPM AL-Ikhlash Lampoko,insyaallah pak dusun ceramah safari ramadhani fahmi,Positif,Pembinaan Karakter
312,PPM AL-Ikhlash Lampoko,alhamdulillah ketemukh tdi mlm pa ceramah safari ramadhani fahmi,Netral,Pembinaan Karakter
313,PPM AL-Ikhlash Lampoko,barokallahufieq xd sehat selalu nak xd waltakummingkumummatuyyadunailalkhair waya muruna bilma ruf wayanhauna anilmungkar xd aset khusus bapak jayadi jafar ibu nurmala sari muin ceramah safari ramadhani fahmi,Negatif,Pembinaan Karakter
314,PPM AL-Ikhlash Lampoko,yuyun hamid live tasmi putri,Positif,Kualitas Guru
315,PPM AL-Ikhlash Lampoko,barakallahu fiik live tasmi putri,Positif,Kualitas Guru
316,PPM AL-Ikhlash Lampoko,yassarlah live tasmi putri,Positif,Kualitas Guru
317,PPM AL-Ikhlash Lampoko,hafida live tasmi putri,Positif,Kualitas Guru
318,PPM AL-Ikhlash Lampoko,allahummarhamna bil qur an live tasmi putri,Positif,Kualitas Guru
319,PPM AL-Ikhlash Lampoko,semangat nanda moga hafal jadi berkah tuk nanda sendiri ponfok se cara seluruh allah suci hati semua live tasmi putri,Positif,Kegiatan Pondok
320,PPM AL-Ikhlash Lampoko,luar biasa serah piagam harga language star of the month tahun,Negatif,Umum
321,PPM AL-Ikhlash Lampoko,masyaallah sehat slalu anak anak sholeh sholehah serah piagam harga language star of the month tahun,Negatif,Kegiatan Pondok
322,PPM AL-Ikhlash Lampoko,selamat para pendekar serah piagam harga rewards,Positif,Kegiatan Pondok
323,PPM AL-Ikhlash Lampoko,masya allah moga tambah sukses berkah musyawarah kerja sampai visi misi debat,Positif,Motivasi/Spiritual
324,PPM AL-Ikhlash Lampoko,masya allah nak fakri nak lawan sukses selalu nak musyawarah kerja sampai visi misi debat,Positif,Kegiatan Pondok
325,PPM AL-Ikhlash Lampoko,masya allah tabarakallah pilih ketua ospi tahun,Positif,Motivasi/Spiritual
326,PPM AL-Ikhlash Lampoko,masya allah tabarakallah kka fahri moga pemilihanx lancar pilih pilih ketua ospi tahun,Netral,Motivasi/Spiritual
327,PPM AL-Ikhlash Lampoko,masyah allah pilih ketua ospi tahun,Positif,Motivasi/Spiritual
328,PPM AL-Ikhlash Lampoko,assalamualaikum wr wb alhadulilah atas prestasi raih anak luthfi anshar peringkat umum pondok peringkat umum ajar umum terima kasih tak hingga atas bimbing dik juga ajar ustadz ustadzah anak bs raih semua moga ustadz ustadzah pondok selalu dlm lindung sehat dlm menjlnkan aktifitas dlm ayom anak pondok aamiin mf pak ustadz tdk ada sy liat foto ana pegang sertifikat umum rangking umum,Negatif,Kegiatan Pondok
329,PPM AL-Ikhlash Lampoko,kpn uji pasx nilai akhir semester ganjil tahun ajar,Negatif,Fasilitas
330,PPM AL-Ikhlash Lampoko,insyaallah kalian semua selalu mudah semangat nilai akhir semester ganjil tahun ajar,Negatif,Fasilitas
331,PPM AL-Ikhlash Lampoko,selamat juang anak sholeh sholeha smoga allah mudah segala urus nilai akhir semester ganjil tahun ajar,Positif,Fasilitas
332,PPM AL-Ikhlash Lampoko,moga allah mudah segala sehat slalu semangat kejar cita nya nilai akhir semester ganjil tahun ajar,Negatif,Fasilitas
333,PPM AL-Ikhlash Lampoko,selamat sukses selamat sukses pimpin pondok pesantren modern al ikhlash lampoko ust ihsan zainuddin lc dipl telah pilih serta daurah didik intensif universitas ummul quro mek,Positif,Kegiatan Pondok
334,PPM AL-Ikhlash Lampoko, selamat sukses pimpin pondok pesantren modern al ikhlash lampoko ust ihsan zainuddin lc dipl telah pilih serta daurah didik intensif universitas ummul quro mek,Positif,Kegiatan Pondok
335,PPM AL-Ikhlash Lampoko,selamat sukses ustadz doa serta sehat lancar segala urus amin selamat sukses pimpin pondok pesantren modern al ikhlash lampoko ust ihsan zainuddin lc dipl telah pilih serta daurah didik intensif universitas ummul quro mek,Positif,Kegiatan Pondok
336,PPM AL-Ikhlash Lampoko,selamat sukses ustadz selamat sukses pimpin pondok pesantren modern al ikhlash lampoko ust ihsan zainuddin lc dipl telah pilih serta daurah didik intensif universitas ummul quro mek,Positif,Kegiatan Pondok
337,PPM AL-Ikhlash Lampoko,banyak selamat sukses selalu pak ustadz selamat sukses pimpin pondok pesantren modern al ikhlash lampoko ust ihsan zainuddin lc dipl telah pilih serta daurah didik intensif universitas ummul quro mek,Positif,Kegiatan Pondok
338,PPM AL-Ikhlash Lampoko,makin sukses ustad selamat sukses pimpin pondok pesantren modern al ikhlash lampoko ust ihsan zainuddin lc dipl telah pilih serta daurah didik intensif universitas ummul quro mek,Positif,Kegiatan Pondok
339,PPM AL-Ikhlash Lampoko,masya allah moga pak ustad ihsan zainuddin senantiasa selalu beri sehat selamat sukses pimpin pondok pesantren modern al ikhlash lampoko ust ihsan zainuddin lc dipl telah pilih serta daurah didik intensif universitas ummul quro mek,Positif,Kegiatan Pondok
340,PPM AL-Ikhlash Lampoko,moga sehat mudah segala urus sukses selalu ustadz selamat sukses pimpin pondok pesantren modern al ikhlash lampoko ust ihsan zainuddin lc dipl telah pilih serta daurah didik intensif universitas ummul quro mek,Positif,Kegiatan Pondok
341,PPM AL-Ikhlash Lampoko,alhamdulillah selamat sukses doa baik untukta ustadz selamat sukses pimpin pondok pesantren modern al ikhlash lampoko ust ihsan zainuddin lc dipl telah pilih serta daurah didik intensif universitas ummul quro mek,Positif,Kegiatan Pondok
342,PPM AL-Ikhlash Lampoko,selamat sukses pak ustadz jadi siapa akan pimpin pondok sekarang selamat sukses pimpin pondok pesantren modern al ikhlash lampoko ust ihsan zainuddin lc dipl telah pilih serta daurah didik intensif universitas ummul quro mek,Positif,Kegiatan Pondok
343,PPM AL-Ikhlash Lampoko,ami n selamat sukses pimpin pondok pesantren modern al ikhlash lampoko ust ihsan zainuddin lc dipl telah pilih serta daurah didik intensif universitas ummul quro mek,Positif,Kegiatan Pondok
344,PPM AL-Ikhlash Lampoko,alhamdulillah sehat selalu pak ustadz makin sukses selamat sukses pimpin pondok pesantren modern al ikhlash lampoko ust ihsan zainuddin lc dipl telah pilih serta daurah didik intensif universitas ummul quro mek,Positif,Kegiatan Pondok
345,Ponpes Syekh Hasan Yamani,masyaallah tabarakallah moga anak anak semua sehat ada alif imam zaki kelas a selamat jalan uji nak moga kamu dapat hasil baik aamin liput vidio workshop sehat mental santri stop bullying,Negatif,Kegiatan Pondok
346,Ponpes Syekh Hasan Yamani,masyaallah nak sholehku depan sehat sana nak moga allah meridhoi juang tuntut ilmu dunia akhirat aamiin allah absen umum,Positif,Prestasi
347,Ponpes Syekh Hasan Yamani,masyaallah tabarakallah sehat selalu anak sholeh datang santri pondok hasan yamani,Negatif,Kegiatan Pondok
348,Ponpes Syekh Hasan Yamani,ingat masa lalu d pondok datang santri pondok hasan yamani,Negatif,Kegiatan Pondok
349,Ponpes Syekh Hasan Yamani,amiin ke asrama lingkung didik agama,Negatif,Sosial
350,Ponpes Syekh Hasan Yamani,aamiin rabbal a lamin ke asrama lingkung didik agama,Negatif,Sosial
351,Ponpes Syekh Hasan Yamani,aamiin rabbal alamin ke asrama lingkung didik agama,Negatif,Sosial
352,Ponpes Syekh Hasan Yamani,amiin allah ke asrama lingkung didik agama,Positif,Sosial
353,Ponpes Syekh Hasan Yamani,amin rabb ke asrama lingkung didik agama,Negatif,Sosial
354,Ponpes Syekh Hasan Yamani,amiiin ke asrama lingkung didik agama,Negatif,Sosial
355,Ponpes Syekh Hasan Yamani,insyaallah azwar siap siap siap balik pondok aja nih tas kemas cemilan aman tinggal bawa semangat aja,Negatif,Umum
356,Ponpes Syekh Hasan Yamani,aamiin yra selamat hari raya idul fitri h,Positif,Prestasi
357,Ponpes Syekh Hasan Yamani,mohan maaf lahir batin ustadz selamat hari raya idul fitri h,Positif,Prestasi
358,Ponpes Syekh Hasan Yamani,mohon maaf lahir batin ustadz selamat hari raya idul fitri h,Positif,Prestasi
359,Ponpes Syekh Hasan Yamani,aamiin selamat hari raya idul fitri h,Positif,Prestasi
360,Ponpes Syekh Hasan Yamani,mohon maaf lahir batin selamat hari raya idul fitri h,Positif,Prestasi
361,Ponpes Syekh Hasan Yamani,amiiin yarabbal alamin selamat hari raya idul fitri h,Positif,Prestasi
362,Ponpes Syekh Hasan Yamani,mohon maaf lahir batin ustadz selamat hari raya idul fitri h,Positif,Prestasi
363,Ponpes Syekh Hasan Yamani,taqobballahu minna wa mingkum taqobbal karim mhn maaf lahir bathin ustaz selamat hari raya idul fitri h,Positif,Prestasi
364,Ponpes Syekh Hasan Yamani,masyaaallah ust wajdi sana apa beliau pulkam parappe silaturahmi iftar sama keluarga besar pondok pesantren syekh hasan yamani,Negatif,Kegiatan Pondok
365,Ponpes Syekh Hasan Yamani,moga anak istiqomah ibadah rumah maupun pondok aamiin selamat libur santri santri hebat phy,Positif,Kegiatan Pondok
366,Ponpes Syekh Hasan Yamani,siap besok yah ica hmz qt jemput pona an qt libur ramadhan makin dekat,Positif,Kualitas Guru
367,Ponpes Syekh Hasan Yamani,siappppp ibu cantik libur ramadhan makin dekat,Negatif,Kualitas Guru
368,Ponpes Syekh Hasan Yamani,semangat libur ramadhan makin dekat,Netral,Kualitas Guru
369,Ponpes Syekh Hasan Yamani,masya allah moga anak fokus ibadah tuju ramadhan sehat selalu ustadz sdh bimbing anak libur ramadhan makin dekat,Negatif,Kegiatan Pondok
370,Ponpes Syekh Hasan Yamani,otw jemput besok in syaa allah anak shalihah ku adhya ul muskinah libur ramadhan makin dekat,Positif,Kualitas Guru
371,Ponpes Syekh Hasan Yamani,enak yaa lama libur libur ramadhan makin dekat,Negatif,Kualitas Guru
372,Ponpes Syekh Hasan Yamani,moga libur ramadhan nya penuh dg ibadah bawa berkah buat anakda ustz dn ortu libur ramadhan makin dekat,Positif,Kualitas Guru
373,Ponpes Syekh Hasan Yamani,moga makin maju sukses dlm cetak generasi muda cemerlang rabbani aamiin mondok seru banget soal giat banyak selalu bareng,Negatif,Kegiatan Pondok
374,Ponpes Syekh Hasan Yamani,bgm cara daftar mondok seru banget soal giat banyak selalu bareng,Negatif,Kegiatan Pondok
375,Ponpes Syekh Hasan Yamani,giat pondok tidak dua sulbar mantap tuh mondok seru banget soal giat banyak selalu bareng,Negatif,Kegiatan Pondok
376,Ponpes Syekh Hasan Yamani,pondok baik sulbar mondok seru banget soal giat banyak selalu bareng,Negatif,Kegiatan Pondok
377,Ponpes Syekh Hasan Yamani,masyaallah tabarakallah sukses selalu anak sholeh sholehah lomba debat bahasa arab,Negatif,Kegiatan Pondok
378,Ponpes Syekh Hasan Yamani, lomba debat bahasa arab,Negatif,Prestasi
379,Ponpes Syekh Hasan Yamani,maasyaallah tabarakallah sehat selalu ki anak santri yamani potret suasana santri buka puasa nisfu sya ban h,Negatif,Kegiatan Pondok
