no,ponpes,text_combined,sentimen_lexicon,aspek_manual
72,PPM AL-Ikhlash Lampoko,Selamat atas capai semua selamat sukses siswa smp mts se polewali mandar uptd sman madiun juara festival anak sholeh sholehah antar smp mts sepolilo mandar,Netral,Akademik
711,Ponpes Salafiyah Parappe,Moga mudah semua uji tobaqohnya anak sholehaku aaaaaamin uji alih thobaqoh tahap ii ihya ulumiddin uji tulis,Negatif,Fasilitas
441,Ponpes Syekh Hasan Yamani,innalillahi wainna ilaihi rajiun tinggal anak santriwati alumni salihah puspawati,Negatif,Pembinaan Karakter
"49,PPM AL-Ikhlash Lampoko,""Selamat untuk dzaka al karim dhiaulhaq, peraih medali emas kelas u putra di Kejuaraan Taekwondo Menpora Cup palu"",Positif,Fasilitas"
43,PPM AL-Ikhlash Lampoko,alhamdulillah moga bina bina ank ank santri sehat sllu sy orang tua santri rapat evaluasi bulan,Negatif,Motivasi/Spiritual
702,Ponpes Salafiyah Parappe,Bismillah mudah anak hari laksana uji alih thobaqoh tahap ii uji lisan mulai thobaqoh tajwid fathul muin,Positif,Motivasi/Spiritual
277,PPM AL-Ikhlash Lampoko,alhamdulillah moga berkah lancar urus moga ananda dua sukses studi mesir santri ppm al ikhlash tuju universitas al azhar mesir,Positif,Umum
289,PPM AL-Ikhlash Lampoko,Masya Allah selamat ananda tiga tetaplsh amanah selamat alumni sman PP Al Ikhlas Lampoko atas kelulusan uji bintara polisi,Positif,Umum
719,Ponpes Salafiyah Parappe,Allah moga semua satria n satriwati lolos tobaqo dan terus naik utama putri aamiin allah laksana uji alih thobaqoh tahap ii,Positif,Motivasi/Spiritual
95,PPM AL-Ikhlash Lampoko,salsabila mariaya al tsar tanding tanding pencak silat antar putri live,Positif,Kualitas Guru
518,Ponpes Syekh Hasan Yamani,masya allah selamat nak mtq nasional kategori tilawah anak anak syahruddin,Positif,Kegiatan Pondok
733,Ponpes Salafiyah Parappe,moga anak ikut uji lulus semua aamiin yra sebentar akan laksana uji peralahan thobaqoh tahap ii tanggal november,Negatif,Motivasi/Spiritual
749,Ponpes Salafiyah Parappe,ilah lancar mudah allah sebentar akan laksana uji peralahan thobaqoh tahap ii tanggal november,Negatif,Motivasi/Spiritual
208,PPM AL-Ikhlash Lampoko,alhamdulillah santri smps ppm al ikhlash raih juara lomba gerak jalan tingkat smp mts camat campalagian,Positif,Umum
162,PPM AL-Ikhlash Lampoko,Konten Santri,Netral,Akademik
64,PPM AL-Ikhlash Lampoko,mungkin begitu kira jadi sama anak ku fadlan dwi ananda sdh tahun di pondok tinggal injak doang beda santri baru santri lama cara cuci baju,Negatif,Lingkungan
274,PPM AL-Ikhlash Lampoko,Alhamdulillah selamat nak dzaka brjuang terus dzaka alkarim dhiaulhaq siswa kelas viii b smp meraih medali emas dibal taekwondo siswa kelas viii b.,Positif,Umum
154,PPM AL-Ikhlash Lampoko,Kodong tdk plg Ahahah tanding antar putri bela diri live,Positif,Kualitas Guru
38,PPM AL-Ikhlash Lampoko,slmt libur nk smoga sht kembli nnti pondok santri ppm al ikhlash terima rapor kembali rumah,Positif,Umum
517,Ponpes Syekh Hasan Yamani,masya allah slmt nak sharul mtq nasional kategori tilawah anak anak syahruddin,Negatif,Kegiatan Pondok
485,Ponpes Syekh Hasan Yamani,Masya allah megahx view atas udara Acara Giat Apresiasi Seni Santri Panggung Gembira,Negatif,Lingkungan
587,Ponpes Syekh Hasan Yamani,Izin share istoghosah dalam rangka memperingati Hari Santri Nasional di Ponpes Syech Hasan Yamani,Negatif,Kegiatan Pondok
262,PPM AL-Ikhlash Lampoko,luar biasa suasana upacara agustus,Netral,Umum
186,PPM AL-Ikhlash Lampoko,masya allah keren congrats buat ananda dua bina selamat dua santri hebat m akhsay saputra ainun aulia zulkifly telah hasil lang hingga tahap final pilih duta ajar sulawesi barat,Positif,Fasilitas
410,Ponpes Syekh Hasan Yamani,Selalu senyum selalu semngat meski jauh dr orang tua anak anak sholeh ikut hiking atas udara,Negatif,Kegiatan Pondok
"59,PPM AL-Ikhlash Lampoko,""Ya Allah, selamatkan aku,"",Positif,Kegiatan Pondok"
"538,Ponpes Syekh Hasan Yamani,""Luaaar biasa tim it satriawatinya pondok hasan yamani terima kasih atas ruang bagi adik-adiknya untuk melakukan seminar latih public speaking, explore the talk and show the quality bunda husniati s ag uni husni"",Negatif,Kegiatan Pondok"
148,PPM AL-Ikhlash Lampoko,Nnti libur sparing ki drmh na anna tanding tanding putra-putri cabang seni bela diri antar putri live,Positif,Kualitas Guru
791,Ponpes Salafiyah Parappe,Mantap smg salapiah parappe semakin majuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuusss,Positif,Kegiatan Pondok
16,PPM AL-Ikhlash Lampoko,masyaallah peluang beasiswa tunisia santri al ikhlash lampoko sulawesi barat,Netral,Umum
307,PPM AL-Ikhlash Lampoko,Salam rindu pimpin PP Modern Al Ikhlas Lampoko seluruh Santri PP Al Ikhlas,Netral,Umum
191,PPM AL-Ikhlash Lampoko,masya allah sukses selalu anak sholehah lomba gerak jalan tingkat kabupaten,Positif,Umum
"292,PPM AL-Ikhlash Lampoko,""Alhamdulillah, moga anak anak tetap istiqomah menghafal ayat ayat alquran, semoga para alumni sukses dengan target hafal program tahfizhul qur an"",Positif,Kegiatan Pondok"
306,PPM AL-Ikhlash Lampoko,masya allah terima kasih atas smua ustadz ikan anak tanpa ustadz anak bukan siapa siapa moga allah balas amal jariah ustadz salam orang santri salam rindu pimpin pondok pesantren modern al ikhlash seluruh santri ppm al ikhlash lampoko,Positif,Umum
319,PPM AL-Ikhlash Lampoko,semangat nanda moga hafal jadi berkah tuk nanda sendiri ponfok se cara seluruh allah suci hati semua live tasmi putri,Positif,Kegiatan Pondok
756,Ponpes Salafiyah Parappe,mntp spy bagi aman pondok tdk terlalu beri ganjar tdk sesuai atur lindung anak pondok pesantren salafiyah parappe putri ada giat sosialisasi tema cegah tangan keras satu didik,Negatif,Kegiatan Pondok
706,Ponpes Salafiyah Parappe,Masya allah moga d mudahkan nak hari laksana uji alih thobaqoh tahap ii uji lisan mulai thobaqoh tajwid fathul muin,Positif,Motivasi/Spiritual
89,PPM AL-Ikhlash Lampoko,Tanding antar putri di cabang seni bela diri live,Positif,Kualitas Guru
"714,Ponpes Salafiyah Parappe,""Masyaallah, moga semuax mudah untuk melakukan alih thobaqoh tahap ii di ihya ulumiddin uji tulis"",Positif,Fasilitas"
721,Ponpes Salafiyah Parappe,Allah mudah n lancar uji hadap para alumni ppsp khusus putra n putriku aamiin yra laksana uji alih thobaqoh tahap ii,Positif,Motivasi/Spiritual
"614,Ponpes Syekh Hasan Yamani,""Masya Allah moga ananda sajiah mendapat hasil yang baik, semoga nama syech hasan yamani dikenal baik oleh pondok aamiin yaarabbal aalamiin wakil sampang"",Positif,Fasilitas"
290,PPM AL-Ikhlash Lampoko,masyah allah selamat sukses para santri telah selesai target hafal program tahfizhul qur an,Positif,Kegiatan Pondok
118,PPM AL-Ikhlash Lampoko,Alhamdulillah tanding putri karate live,Positif,Kualitas Guru
471,Ponpes Syekh Hasan Yamani,Semoga anak-anak semua muridwati sehat dan kuat bisa lulus ujian pertama dengan lancar aamiin...................................................,Negatif,Kegiatan Pondok
151,PPM AL-Ikhlash Lampoko, tanding pencak silat antar putri live,Positif,Kualitas Guru
608,Ponpes Syekh Hasan Yamani,aamiin yra masya allah madrasah fest jakarta wakil sulawesi barat,Positif,Fasilitas
75,PPM AL-Ikhlash Lampoko,Selamat ulang tahun ki nak moga capai hasil terbaik doa mama selalu serta nak final pilih Duta Ajar Sulbar tahun,Negatif,Fasilitas
522,Ponpes Syekh Hasan Yamani,Nak sholeh mtq nasional kategori tilawah anak anak syahruddin,Positif,Kegiatan Pondok
554,Ponpes Syekh Hasan Yamani,Semoga sukses selalu untuk ana uji tulis,Negatif,Fasilitas
203,PPM AL-Ikhlash Lampoko,Yel-yel ppm al ikhlash kereeen masyaaallaah,Netral,Umum
371,Ponpes Syekh Hasan Yamani,enak yaa lama libur libur ramadhan makin dekat,Negatif,Kualitas Guru
"553,Ponpes Syekh Hasan Yamani,""Aamiin, Uji Tulis"",Positif,Fasilitas"
302,PPM AL-Ikhlash Lampoko,congrats semua moga sukses depan aamiin selamat lewat uji tahfizhul qur an,Positif,Umum
689,Ponpes Salafiyah Parappe,amiin galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,Positif,Fasilitas
788,Ponpes Salafiyah Parappe,Masya allah galeri buka ta aruf untuk parappe putri parappe pondok salafiyah,Negatif,Kegiatan Pondok
658,Ponpes Salafiyah Parappe,: moga ujianx lancar mudah laksana uji thobaqoh tahap iii ujian tulis selenggara februari,Negatif,Fasilitas
"518,Ponpes Syekh Hasan Yamani,""Masya Allah, semoga sukses untukmu mtq nasional kategori tilawah anak anak syahruddin"",Positif,Kegiatan Pondok"
292,PPM AL-Ikhlash Lampoko,alhamdulillah moga anak anak tetap istiqomah menghapal ayat ayat alquran selamat sukses para santri telah selesai target hafal program tahfizhul qur an,Positif,Kegiatan Pondok
595,Ponpes Syekh Hasan Yamani,Tetap semangat sehatki smua nak smua nak smua nak dalam hadap uji murojaah al a mmah tolak ukur paham kuasa ajar,Positif,Fasilitas
"338,PPM AL-Ikhlash Lampoko,""Ustad ihsan zainuddin, Lc.D.P. memimpin pondok modern al ikhlash lampoko, ust. ihsan zainuddin, Lc.D.P."",Positif,Kegiatan Pondok"
194,PPM AL-Ikhlash Lampoko,masya allah lomba gerak jalan tingkat kabupaten,Positif,Umum
563,Ponpes Syekh Hasan Yamani,Mudah-mudahan sehat semua ki ustadz liput vidio kunjungi perdana yamani sapa alumni ymsa konsulat majene,Negatif,Kegiatan Pondok
579,Ponpes Syekh Hasan Yamani,sehat semua ustadz ustadzah ponpes syekh hasan yamani silaturrahmi bagi raport semester ganjil tahun ajar pondok pesantren syekh hasan yamani,Negatif,Kegiatan Pondok
230,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
240,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
622,Ponpes Syekh Hasan Yamani,Bangga jadi om nya Madrasah Fest (wakil south africa),Positif,Fasilitas
501,Ponpes Syekh Hasan Yamani,amiin berkah jaya selalu pondok pesantren syekh hasan yamani,Positif,Kegiatan Pondok
649,Ponpes Salafiyah Parappe,Sehat selalu nak pondok laksana uji thobaqoh ihya ulumuddin tahap iii ujian tulis selenggara februari,Negatif,Fasilitas
469,Ponpes Syekh Hasan Yamani,masyaallah semangat ujianx anak hafalanx bejalan lancar amiin uji tuju latih mampu bahasa arab inggris,Negatif,Prestasi
673,Ponpes Salafiyah Parappe,Sehat sll ustzh selamat hari guru guru hebat Indonesia kuat,Positif,Sosial
"341,PPM AL-Ikhlash Lampoko,""Alhamdulillah selamat sukses untukta ustadz selamat sukses pimpin pondok modern al ikhlash lampoko, ust ihsan zainuddin Lc.D.P."",Positif,Kegiatan Pondok"
321,PPM AL-Ikhlash Lampoko,masyaallah sehat slalu anak anak sholeh sholehah serah piagam harga language star of the month tahun,Negatif,Kegiatan Pondok
178,PPM AL-Ikhlash Lampoko,mondok mi naura sehat ki anak cantik pesan santri keluarga ada rumah,Negatif,Kualitas Guru
19,PPM AL-Ikhlash Lampoko,Selamat nak moga amanah alhamdulillah lubnah maysuri asrafat ketua ospi putri periode,Positif,Motivasi/Spiritual
521,Ponpes Syekh Hasan Yamani,masya allah slmt baut sharul sukses sllu nak ganteng mtq nasional kategori tilawah anak anak syahruddin,Negatif,Kegiatan Pondok
324,PPM AL-Ikhlash Lampoko,Masya allah nak fakri nak lawan sukses selalu nak musyawarah kerja sampai visi misi debat,Positif,Kegiatan Pondok
123,PPM AL-Ikhlash Lampoko,Tgl sama pulang anak laki-laki tanding putri tanding catur antar putra live,Positif,Kualitas Guru
425,Ponpes Syekh Hasan Yamani,moga anak sll serba serbi uji tahriri pondok putri syarifah al munawarah,Negatif,Kegiatan Pondok
102,PPM AL-Ikhlash Lampoko,salam kangen buat aqila zahra tanding pencak silat antar putri live,Positif,Kualitas Guru
282,PPM AL-Ikhlash Lampoko,masya allah santri ppm al ikhlash tuju universitas al azhar mesir,Positif,Umum
224,PPM AL-Ikhlash Lampoko,Alhamdulillah smps al ikhlash lampoko berhasil meraih juara 1 dalam perlombaan gerak jalan,Positif,Umum
653,Ponpes Salafiyah Parappe,moga lancar ujianx anak aidy arun arifah temanx lain aamiin laksana uji thobaqah madrasah ihya ulumuddin tahap iii uji tulis selenggara tanggal februari,Negatif,Fasilitas
795,Ponpes Salafiyah Parappe,alhamdulillah sehatki semua nak antara adam putri galeri buka ta aruf santriwati baru pondok pesantren salafiyah parappe putri,Negatif,Kegiatan Pondok
759,Ponpes Salafiyah Parappe,aamiin selamat ulang tahun negara cinta indonesia moga tetap jadi negara aman damai limpah barokah,Positif,Kegiatan Pondok
702,Ponpes Salafiyah Parappe,bismillah mudah anak hari laksana uji alih thobaqoh tahap ii uji lisan mulai thobaqoh tajwid fathul muin,Positif,Motivasi/Spiritual
535,Ponpes Syekh Hasan Yamani,barakallahu fii umuriq nangguru xd xd sehat terus xd sukses terus selamat ulang tahun ustadz fahri tajuddin,Positif,Kegiatan Pondok
284,PPM AL-Ikhlash Lampoko,selamat sukses nak faqih beberapa hari umum sempat malam rumah malam pas pulang pamit nak faqih bilang terimakasih tante tante mohon doa nya yaa doa lulus santun sangat etika alhamdulillah nak faqih lulus moga berkah jadi abdi negara santun akhlak tahan selamat alumni santri ppm al ikhlash lampoko atas kelulus uji bintara polisi,Positif,Umum
233,PPM AL-Ikhlash Lampoko,semangat terus anak sholeh soleha alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Negatif,Umum
473,Ponpes Syekh Hasan Yamani,maaf jadi mulai hari ahad bisami besuk anak anak maklumat umum resmi,Negatif,Kegiatan Pondok
564,Ponpes Syekh Hasan Yamani,massyaallah sehat slalu anak santri vibes sya ban versi santri hasan yamani,Negatif,Kegiatan Pondok
36,PPM AL-Ikhlash Lampoko,masyaallah terimakasih ustadz sehat selalu sama santri santriwati nya selamat hari ibu,Positif,Kegiatan Pondok
397,Ponpes Syekh Hasan Yamani,senantiasa beri nikmat sehat berkah buat didik pondok phy santri kelas a kmi muadalah putra,Negatif,Sosial
400,Ponpes Syekh Hasan Yamani,masyaallah kelas anak kelas a kmi muadalah putra,Negatif,Sosial
120,PPM AL-Ikhlash Lampoko,pulang bunda ajak makan burger nah tanding pencak silat antar putri live,Netral,Kualitas Guru
707,Ponpes Salafiyah Parappe,Bismillahirrahmanirrahmanirrahim allah mudah semua uji tobaqoh anak aaaaaaamin allahumma aaaaamin uji lisan mulai thobaqoh tajwid fathul muin tahap ii,Positif,Motivasi/Spiritual
282,PPM AL-Ikhlash Lampoko,Masya Allah... ...santri di ppm al ikhlash tuju universitas al azhar mesir,Positif,Umum
783,Ponpes Salafiyah Parappe,Aamiin moment haru pisah dari salah satu asaidzah pondok salafiyah parappe putri ustadzah nur hidayah syahdan di tempat tugas baru nya,Negatif,Kegiatan Pondok
114,PPM AL-Ikhlash Lampoko,tau sekali suara pak aslam tanding pencak silat antar putri live,Negatif,Kualitas Guru
532,Ponpes Syekh Hasan Yamani,barakallah ust fahri moga sehat selalu panjang umur selamat ulang tahun ustadz fahri tajuddin,Positif,Kegiatan Pondok
"801,Ponpes Salafiyah Parappe,""Tetap semangat anakku, semoga sukses dalam musyawarah kitab fathul qarib antar para ulamawati thobaqoh fathul qorib fathul mu in pdf ulya pdf wustho"",Negatif,Motivasi/Spiritual"
459,Ponpes Syekh Hasan Yamani,Semangat ajar anak sholeha ku syahnas syahwa berkah dunia akhirat xd sehat selalu ustadzah wanita video liput uji lisan putri,Negatif,Kegiatan Pondok
35,PPM AL-Ikhlash Lampoko,masya allah sehat semua nak xd alhamdulillah selamat hari ibu,Positif,Kegiatan Pondok
124,PPM AL-Ikhlash Lampoko,salam sama ustadz zaid tanding pencak silat antar putri live,Positif,Kualitas Guru
"456,Ponpes Syekh Hasan Yamani,""Innalillahi wainna ilaihi rojiun, semoga berkah ananda puspawati, tinggal anak-anak salihah alumni salihah puspawati"",Negatif,Pembinaan Karakter"
298,PPM AL-Ikhlash Lampoko,maa syaa allah moga anak juga jadi hafal qur an selamat lewat uji tahfizhul qur an,Positif,Umum
87,PPM AL-Ikhlash Lampoko,kamera ki dlu tanding pencak silat antar putri live,Positif,Kualitas Guru
671,Ponpes Salafiyah Parappe,Selamat Hari Guru Guru hebat Indonesia kuat,Positif,Sosial
250,PPM AL-Ikhlash Lampoko,Luar biasa n mantap smps al ikhlash lampoko juara 1 dalam perlombaan gerak jalan,Positif,Umum
237,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
451,Ponpes Syekh Hasan Yamani,innalillahi wainnailaihi rojiun tinggal anak santriwati alumni salihah puspawati,Negatif,Pembinaan Karakter
804,Ponpes Salafiyah Parappe, buka daftar santriwati baru pondok pesantren salafiyah parappe,Negatif,Kegiatan Pondok
314,PPM AL-Ikhlash Lampoko,Yuyun hamid live Tasmi Putri,Positif,Kualitas Guru
515,Ponpes Syekh Hasan Yamani,Masyaallah mtq nasional kategori tilawah anak-anak syahruddin,Negatif,Kegiatan Pondok
488,Ponpes Syekh Hasan Yamani,pesantren mn say view atas udara acara giat apresiasi seni santri panggung gembira,Negatif,Lingkungan
"540,Ponpes Syekh Hasan Yamani,""Subhanallah sukses selalu dn sehat slalu anak anak soleh sambut Hari Merdeka, para siswa di pondok syech hasan yamani ikuti lomba jalan sehat kec campalagian"",Negatif,Kegiatan Pondok"
392,Ponpes Syekh Hasan Yamani,Pernah timba ilmu sini lupa tahun berapa xd xd di jaman sekarang ada tenaga didik gontor dikirim kesini ubur ubur ikan lele ayo hasan yamani leee,Negatif,Akademik
238,PPM AL-Ikhlash Lampoko,Alhamdulillah smps al ikhlash lampoko juara 1 perlombaan gerak jalan,Positif,Umum
155,PPM AL-Ikhlash Lampoko,Moga semua lebih baik bisa bangga menjadi orang tua dari pondok tanding antar putri - Pencakeran Tunggal,Positif,Kualitas Guru
2,PPM AL-Ikhlash Lampoko,Pimpin pondok keren pimpin al ikhlash terima kunjung urus kks rukun keluarga south africa,Negatif,Kegiatan Pondok
405,Ponpes Syekh Hasan Yamani,Amien kelas a kmi muadalah putra,Negatif,Sosial
"619,Ponpes Syekh Hasan Yamani,""Smg allah swt mudahkan segalanya, sampai dpt hsl terbagus, syekh hasan yamani mahad fest (Pondok Suci Syech Hasan Yamani) perwakilan dari provinsi Sulbar"",Positif,Fasilitas"
666,Ponpes Salafiyah Parappe,hari kita raya cinta korban kuat ibu terimah kasih semua ibu telah beri cinta perhati korban batas selamat hari ibu hari kita raya cinta korban kuat ibu terimah kasih semua ibu telah beri cinta perhati korban batas selamat hari ibu,Negatif,Prestasi
739,Ponpes Salafiyah Parappe,Moga semua anak aaaaaaamin mudah lulus ikut uji tobaqoh utama anak aaaaaamin sebentar akan laksana uji coba peralahan thobaqoh tahap ii tanggal november,Negatif,Motivasi/Spiritual
148,PPM AL-Ikhlash Lampoko,nnti libur sparing ki drmh na anna tanding pencak silat antar putri live,Positif,Kualitas Guru
566,Ponpes Syekh Hasan Yamani,masha allah ananda ku antara sehat selalu anak anak sholeh sholehah vibes sya ban versi santri hasan yamani,Negatif,Kegiatan Pondok
200,PPM AL-Ikhlash Lampoko,Masya allah bangga menjadi alumni al ikhlash yel yel al ikhlash,Positif,Umum
112,PPM AL-Ikhlash Lampoko,iye masuk mki nak tanding pencak silat antar putri live,Positif,Kualitas Guru
563,Ponpes Syekh Hasan Yamani,mudah an sehat semua ki ustad ustadzah liput vidio kunjung perdana yamani sapa santri alumni ymsa konsulat majene,Negatif,Kegiatan Pondok
558,Ponpes Syekh Hasan Yamani,sehat selalu kuat seluruh santri santriwati ustadz ustadzah rindu ganti do a baik anak anak cinta do a antum min sehat selalu semangat update proses anak anak di pondok syukron min selamat datang para santri santriwati baru pondok pesantren syekh hasan yamani,Negatif,Kegiatan Pondok
153,PPM AL-Ikhlash Lampoko,heeee tanding pencak silat antar putri live,Positif,Kualitas Guru
754,Ponpes Salafiyah Parappe,Banyak pembullyan ponpes banyak siswa kabur xd siswa kabur hukum tampa tahu apa yang menyebabkan orang kabur ponpes pondok salafiyah parappe putri ada kegiatan sosialisasi tema pencegahan tangan keras satu,Negatif,Kegiatan Pondok
765,Ponpes Salafiyah Parappe,masya allah galeri buka porseni antar santriwati pondok pesantren salafiyah parappe putri tema kompak kompetisi ukir prestasi bangun karakter islami,Negatif,Akademik
161,PPM AL-Ikhlash Lampoko,Sehat semua Ananda Konten Santri,Negatif,Kegiatan Pondok
32,PPM AL-Ikhlash Lampoko,maasyaallah tabarakallah moga istiqomah nak ananda farham laksana tasmi al qur an pukul wita pondok pesantren modern al ikhlash,Netral,Umum
713,Ponpes Salafiyah Parappe,Uji alih thobaqoh tahap ii Ihya ulumiddin uji tulis,Positif,Fasilitas
632,Ponpes Syekh Hasan Yamani,aamiin murobbi gurunda tuan guru ust abdul shomad murobbi kiyai amin said al mahdal,Positif,Sosial
"288,PPM AL-Ikhlash Lampoko,""Alhamdulillah selamet atas kelulusannya selamat, alumni ppm al ikhlash lampoko atas kelulusan uji bintara polisi"",Positif,Umum"
773,Ponpes Salafiyah Parappe,aamiin mulia hari hari mulia moga allah mulia kita dengan baik dunia akhirat,Positif,Prestasi
164,PPM AL-Ikhlash Lampoko,masya allah santri ku konten santri,Positif,Kegiatan Pondok
"539,Ponpes Syekh Hasan Yamani,""Alhamdulillah, pada hari merdeka, siswa-siwa syech hasan yamani ikut dalam perlombaan senam kec campalagian"",Positif,Kegiatan Pondok"
161,PPM AL-Ikhlash Lampoko,sehat sehat semua ananda konten santri,Negatif,Kegiatan Pondok
509,Ponpes Syekh Hasan Yamani,Masyaallah alhamdulillah berkah dunia akhirat juara tahfidz nasional,Positif,Prestasi
241,PPM AL-Ikhlash Lampoko,alhamdulillah alhamdulilah smps al ikhlash lampoko juara ajang lomba gerak jalan,Positif,Umum
109,PPM AL-Ikhlash Lampoko,up tanding pencak silat antar putri live,Positif,Kualitas Guru
410,Ponpes Syekh Hasan Yamani,selalu senyum selalu semngat meski jauh dr orang tua anak anak sholeh liput hiking atas udara,Negatif,Kegiatan Pondok
137,PPM AL-Ikhlash Lampoko,Iya nak semngat terus kalah menang tdk masalah apa-apa yang penting alamnya tanding putri - Pencakur Salju antar Putri Live,Negatif,Kualitas Guru
704,Ponpes Salafiyah Parappe,bismillah moga mudah lancar smuanya nak hari laksana uji alih thobaqoh tahap ii uji lisan mulai thobaqoh tajwid fathul muin,Positif,Motivasi/Spiritual
149,PPM AL-Ikhlash Lampoko,yaa ajar ki lebih baik tanding pencak silat antar putri live,Positif,Kualitas Guru
313,PPM AL-Ikhlash Lampoko,barokallahufieq xd sehat selalu nak xd waltakummingkumummatuyyadunailalkhair waya muruna bilma ruf wayanhauna anilmungkar xd aset khusus bapak jayadi jafar ibu nurmala sari muin ceramah safari ramadhani fahmi,Negatif,Pembinaan Karakter
723,Ponpes Salafiyah Parappe,Allah mudah anak anak dalam hadap uji laksana uji alih thobaqoh tahap ii,Netral,Motivasi/Spiritual
536,Ponpes Syekh Hasan Yamani,barakallah fil umrik pak ustadz xd fachry tajuddin panjang umur slalu jadi panutan para santri selamat ulang tahun ustadz fahri tajuddin,Positif,Kegiatan Pondok
437,Ponpes Syekh Hasan Yamani,innalilahi wa inna ilaihi raji un tinggal anak santriwati alumni salihah puspawati,Negatif,Pembinaan Karakter
259,PPM AL-Ikhlash Lampoko,Luar biasa pondok rapi sekali semua barisanx suasana upacara agustus,Negatif,Umum
717,Ponpes Salafiyah Parappe,Allah mudah semua uji tobaqoh anak solehaku ppap utama dua putri sholehaku allah laksana uji alih thobaqoh tahap ii,Positif,Motivasi/Spiritual
3,PPM AL-Ikhlash Lampoko,sehat selalu pak ustaz aamiin pimpin al ikhlash terima kunjung urus kks rukun keluarga sulawesi kairo,Negatif,Kegiatan Pondok
73,PPM AL-Ikhlash Lampoko,selamat nak saleh saleha selamat sukses santri santri wati telah raih juara festival anak sholeh sholehah antar smp mts se polewali mandar uptd sman wonomulyo,Positif,Akademik
29,PPM AL-Ikhlash Lampoko,Selamat ulang tahun dik terpilih menjadi ketua ospi putri,Positif,Motivasi/Spiritual
663,Ponpes Salafiyah Parappe,Klu anak sakit bagaimana apa nda pulang informasi tentang izin pondok ditutup,Negatif,Kegiatan Pondok
387,Ponpes Syekh Hasan Yamani,Ubur-ubur ikan lele ayo hasan yamani leee,Positif,Akademik
94,PPM AL-Ikhlash Lampoko,Halo Rifka tanding putri - Pencakeran - Pencakeran - Antar Putri - Live,Positif,Kualitas Guru
643,Ponpes Salafiyah Parappe,moga berkah annangguta seluruh santri ilmu manfaat raya akhir tahun ajar isi bekal pulang santri,Positif,Kegiatan Pondok
"333,PPM AL-Ikhlash Lampoko,""Selamat sukses, selamat sukses pimpin pondok modern al ikhlash lampoko, ust ihsan zainuddin, Lc.D."",Positif,Kegiatan Pondok"
73,PPM AL-Ikhlash Lampoko,Selamat untuk nak saleha selamat sukses untuk anak-anak soleh dan sholehah yang telah meraih juara dalam festival anak sholeh dan sholehah antar smp mts se polewali mandar uptd sman madiun,Positif,Akademik
"746,Ponpes Salafiyah Parappe,""Bismillah, moga ujianx berjalan lancar, naik ke tahap selanjutnya sebentar lagi akan laksana uji coba thobaqoh tahap ii pada tanggal november"",Netral,Motivasi/Spiritual"
700,Ponpes Salafiyah Parappe,tetap semangat nak hari laksana uji alih thobaqoh tahap ii uji lisan mulai thobaqoh tajwid fathul muin,Positif,Motivasi/Spiritual
330,PPM AL-Ikhlash Lampoko,insyaallah kalian semua selalu mudah semangat nilai akhir semester ganjil tahun ajar,Negatif,Fasilitas
158,PPM AL-Ikhlash Lampoko,pps nabilang anak santri paham pura pura sakit,Negatif,Motivasi/Spiritual
"10,PPM AL-Ikhlash Lampoko,""Semangat sukses nak aamiin alhamdulillah, ananda muh dzaki as syafiq laksana tasmi al qur an pukul 6 sore, pondok modern al ikhlash"",Positif,Umum"
676,Ponpes Salafiyah Parappe,Selamat Hari Guru Ustadzd Ustadzda Selamat Hari Guru Guru Besar Indonesia Kuat,Positif,Sosial
"280,PPM AL-Ikhlash Lampoko,""Masya Allah, tabarakallah, semoga kalian berdua sukses selalu untuk kalian berdua, moga anak-anak bisa mengikuti jejaknya, aamiin, allahumma aamiin, alumni ppm al ikhlash tuju universitas al azhar mesir"",Netral,Umum"
111,PPM AL-Ikhlash Lampoko,tingkat apa tanding pencak silat antar putri live,Positif,Kualitas Guru
760,Ponpes Salafiyah Parappe,hebat selamat ulang tahun negara cinta indonesia moga tetap jadi negara aman damai limpah barokah,Positif,Kegiatan Pondok
618,Ponpes Syekh Hasan Yamani,Aamiin... ...Madrasah Fest Jakarta Wakil Sulbar,Positif,Fasilitas
350,Ponpes Syekh Hasan Yamani,aamiin rabbal a lamin ke asrama lingkung didik agama,Negatif,Sosial
383,Ponpes Syekh Hasan Yamani,maasya allah potret suasana santri buka puasa nisfu sya ban h,Positif,Kegiatan Pondok
351,Ponpes Syekh Hasan Yamani,Aamiin rabbal alamin ke asrama lingkungan pendidikan agama,Negatif,Sosial
157,PPM AL-Ikhlash Lampoko,si comel al fikri pura pura sakit,Negatif,Motivasi/Spiritual
772,Ponpes Salafiyah Parappe,aamiin mulia hari hari mulia moga allah mulia kita dengan baik dunia akhirat,Positif,Prestasi
